Category,Day,Month,Label,SequenceNumber,Set,Path1,Path2,Path3,Path4,Path5,Path6,Path7,Path8,Path9,Path10,Path11,Path12,Path13,Path14,Path15,Path16,Path17,Path18,Path19,Path20,Path21,Path22
no_voice,20,9,no,604,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0604.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0604.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,610,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0610.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0610.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,176,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0176.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0176.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,638,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0638.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0638.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,189,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0189.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0189.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,16,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0016.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0016.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,2,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0002.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0002.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,572,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0572.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0572.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,214,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0214.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0214.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,200,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0200.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0200.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,566,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0566.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0566.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,228,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0228.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0228.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,599,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0599.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0599.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,580,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0580.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0580.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,594,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0594.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0594.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,543,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0543.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0543.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,225,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0225.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0225.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,231,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0231.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0231.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,557,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0557.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0557.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,219,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0219.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0219.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,27,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0027.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0027.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,33,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0033.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0033.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,190,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0190.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0190.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,184,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0184.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0184.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,153,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0153.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0153.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,635,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0635.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0635.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,621,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0621.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0621.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,147,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0147.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0147.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,609,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0609.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0609.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,392,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0392.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0392.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,386,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0386.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0386.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,437,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0437.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0437.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,351,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0351.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0351.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,345,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0345.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0345.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,423,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0423.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0423.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,379,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0379.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0379.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,378,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0378.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0378.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,344,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0344.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0344.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,422,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0422.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0422.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,436,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0436.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0436.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,350,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0350.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0350.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,387,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0387.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0387.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,393,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0393.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0393.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,608,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0608.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0608.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,620,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0620.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0620.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,146,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0146.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0146.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,152,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0152.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0152.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,634,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0634.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0634.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,185,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0185.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0185.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,191,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0191.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0191.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,32,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0032.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0032.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,26,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0026.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0026.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,218,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0218.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0218.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,230,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0230.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0230.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,556,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0556.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0556.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,542,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0542.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0542.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,224,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0224.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0224.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,595,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0595.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0595.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,581,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0581.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0581.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,597,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0597.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0597.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,583,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0583.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0583.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,554,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0554.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0554.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,232,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0232.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0232.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,226,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0226.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0226.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,540,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0540.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0540.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,568,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0568.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0568.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,30,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0030.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0030.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,24,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0024.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0024.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,18,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0018.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0018.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,187,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0187.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0187.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,193,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0193.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0193.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,144,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0144.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0144.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,622,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0622.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0622.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,636,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0636.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0636.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,150,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0150.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0150.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,178,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0178.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0178.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,385,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0385.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0385.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,391,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0391.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0391.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,420,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0420.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0420.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,346,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0346.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0346.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,352,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0352.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0352.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,434,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0434.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0434.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,408,Validation,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0408.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0408.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,409,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0409.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0409.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,353,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0353.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0353.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,435,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0435.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0435.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,421,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0421.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0421.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,347,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0347.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0347.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,390,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0390.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0390.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,384,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0384.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0384.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,179,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0179.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0179.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,637,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0637.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0637.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,151,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0151.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0151.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,145,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0145.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0145.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,623,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0623.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0623.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,192,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0192.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0192.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,186,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0186.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0186.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,19,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0019.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0019.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,25,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0025.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0025.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,31,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0031.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0031.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,569,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0569.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0569.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,227,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0227.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0227.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,541,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0541.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0541.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,555,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0555.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0555.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,233,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0233.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0233.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,582,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0582.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0582.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,596,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0596.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0596.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,592,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0592.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0592.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,586,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0586.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0586.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,579,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0579.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0579.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,237,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0237.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0237.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,551,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0551.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0551.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,545,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0545.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0545.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,223,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0223.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0223.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,9,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0009.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0009.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,35,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0035.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0035.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,21,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0021.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0021.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,182,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0182.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0182.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,196,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0196.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0196.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,169,Testing,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0169.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0169.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,627,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0627.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0627.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,141,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0141.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0141.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,155,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0155.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0155.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,633,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0633.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0633.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,380,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0380.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0380.png,,,,,,,,,,,,,,,,,,,
no_voice,20,9,no,394,Training,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch1/0394.png,,/Users/kyy/demo/images_scaled/no_voice/09_20/no/ch3/0394.png,,,,,,,,,,,,,,,,,,,
